code,DESCRIPCION,STOCK,UBICACION,ALMACEN,ACTIVIDAD,COD.PROV,PRECIO,PROVEEDOR,PEDIR,,Almacén,,categoria,alamcen
1 - 2  7  0,"MANGUITO en LATÓN Ø 90 1/2"" H - H",,1    -       -        -  ,,,,,,1-270,1,Fontanería,Fontanería,Fontanería,1
1 - 2  7  1,"MANGUITO en LATÓN Ø 75 1/2"" H - H",,1    -       -        -  ,,,,,,1-271,1,Fontanería,Fontanería,Fontanería,1
1 - 2  7  2,"MANGUITO en LATÓN Ø 63 1/2"" H - H",,1    -       -        -  ,,,,,,1-272,1,Fontanería,Fontanería,Fontanería,1
1 - 2  7  3,"MANGUITO en LATÓN Ø 50 1/2"" H - H",,1    -       -        -  ,,,,,,1-273,1,Fontanería,Fontanería,Fontanería,1
1 - 2  7  4,"MANGUITO en LATÓN Ø 40 1/2"" H - H",,1    -       -        -  ,,,,,,1-274,1,Fontanería,Fontanería,Fontanería,1
1 - 2  7  5,"MANGUITO en LATÓN Ø 32 1/2"" H - H",,1    -       -        -  ,,,,,,1-275,1,Fontanería,Fontanería,Fontanería,1
1 - 2  7  6,"MANGUITO en LATÓN Ø 125 3/8"" H - H",,1    -       -        -  ,,,,,,1-276,1,Fontanería,Fontanería,Fontanería,1
1 - 2  7  7,"MANGUITO en LATÓN Ø 110 3/8"" H - H",,1    -       -        -  ,,,,,,1-277,1,Fontanería,Fontanería,Fontanería,1
1 - 2  7  8,"MANGUITO en LATÓN Ø 90 3/8"" H - H",,1    -       -        -  ,,,,,,1-278,1,Fontanería,Fontanería,Fontanería,1
1 - 2  7  9,"MANGUITO en LATÓN Ø 75 3/8"" H - H",,1    -       -        -  ,,,,,,1-279,1,Fontanería,Fontanería,Fontanería,1
1 - 2  8  0,"MANGUITO en LATÓN Ø 63 3/8"" H - H",,1    -       -        -  ,,,,,,1-280,1,Fontanería,Fontanería,Fontanería,1
1 - 2  8  1,"MANGUITO en LATÓN Ø 50 3/8"" H - H",,1    -       -        -  ,,,,,,1-281,1,Fontanería,Fontanería,Fontanería,1
1 - 2  8  2,"MANGUITO en LATÓN Ø 40 3/8"" H - H",,1    -       -        -  ,,,,,,1-282,1,Fontanería,Fontanería,Fontanería,1
1 - 2  8  3,"MANGUITO en LATÓN Ø 32 3/8"" H - H",,1    -       -        -  ,,,,,,1-283,1,Fontanería,Fontanería,Fontanería,1
1 - 2  8  4,"MACHONES en LATÓN Ø 125 3"" ",,1    -       -        -  ,,,,,,1-284,1,Fontanería,Fontanería,Fontanería,1
1 - 2  8  5,"MACHONES en LATÓN Ø 110 3"" ",,1    -       -        -  ,,,,,,1-285,1,Fontanería,Fontanería,Fontanería,1
1 - 2  8  6,"MACHONES en LATÓN Ø 90 3""",,1    -       -        -  ,,,,,,1-286,1,Fontanería,Fontanería,Fontanería,1
1 - 2  8  7,"MACHONES en LATÓN Ø 75 3"" ",,1    -       -        -  ,,,,,,1-287,1,Fontanería,Fontanería,Fontanería,1
1 - 2  8  8,"MACHONES en LATÓN Ø 63 3"" ",,1    -       -        -  ,,,,,,1-288,1,Fontanería,Fontanería,Fontanería,1
1 - 2  8  9,"MACHONES en LATÓN Ø 50 3"" ",,1    -       -        -  ,,,,,,1-289,1,Fontanería,Fontanería,Fontanería,1
1 - 2  9  0,"MACHONES en LATÓN Ø 40 3"" ",,1    -       -        -  ,,,,,,1-290,1,Fontanería,Fontanería,Fontanería,1
1 - 2  9  1,"MACHONES en LATÓN Ø 32 3""",,1    -       -        -  ,,,,,,1-291,1,Fontanería,Fontanería,Fontanería,1
1 - 2  9  2,"MACHONES en LATÓN Ø 125 2 1/2""",,1    -       -        -  ,,,,,,1-292,1,Fontanería,Fontanería,Fontanería,1
1 - 2  9  3,"MACHONES en LATÓN Ø 110 2 1/2"" ",,1    -       -        -  ,,,,,,1-293,1,Fontanería,Fontanería,Fontanería,1
1 - 2  9  4,"MACHONES en LATÓN Ø 90 2 1/2"" ",,1    -       -        -  ,,,,,,1-294,1,Fontanería,Fontanería,Fontanería,1
1 - 2  9  5,"MACHONES en LATÓN Ø 75 2 1/2""",,1    -       -        -  ,,,,,,1-295,1,Fontanería,Fontanería,Fontanería,1
1 - 2  9  6,"MACHONES en LATÓN Ø 63 2 1/2"" ",,1    -       -        -  ,,,,,,1-296,1,Fontanería,Fontanería,Fontanería,1
1 - 2  9  7,"MACHONES en LATÓN Ø 50 2 1/2"" ",,1    -       -        -  ,,,,,,1-297,1,Fontanería,Fontanería,Fontanería,1
1 - 2  9  8,"MACHONES en LATÓN Ø 40 2 1/2"" ",,1    -       -        -  ,,,,,,1-298,1,Fontanería,Fontanería,Fontanería,1
1 - 2  9  9,"MACHONES en LATÓN Ø 32 2 1/2"" ",,1    -       -        -  ,,,,,,1-299,1,Fontanería,Fontanería,Fontanería,1
1 - 3  0  0,"MACHONES en LATÓN Ø 125 2""",,1    -       -        -  ,,,,,,1-300,1,Fontanería,Fontanería,Fontanería,1
1 - 3  0  1,"MACHONES en LATÓN Ø 110 2""",,1    -       -        -  ,,,,,,1-301,1,Fontanería,Fontanería,Fontanería,1
1 - 3  0  2,"MACHONES en LATÓN Ø 90 2"" ",,1    -       -        -  ,,,,,,1-302,1,Fontanería,Fontanería,Fontanería,1
1 - 3  0  3,"MACHONES en LATÓN Ø 75 2"" ",,1    -       -        -  ,,,,,,1-303,1,Fontanería,Fontanería,Fontanería,1
1 - 3  0  4,"MACHONES en LATÓN Ø 63 2"" ",,1    -       -        -  ,,,,,,1-304,1,Fontanería,Fontanería,Fontanería,1
1 - 3  0  5,"MACHONES en LATÓN Ø 50 2""",,1    -       -        -  ,,,,,,1-305,1,Fontanería,Fontanería,Fontanería,1
1 - 3  0  6,"MACHONES en LATÓN Ø 40 2""",,1    -       -        -  ,,,,,,1-306,1,Fontanería,Fontanería,Fontanería,1
1 - 3  0  7,"MACHONES en LATÓN Ø 32 2""",,1    -       -        -  ,,,,,,1-307,1,Fontanería,Fontanería,Fontanería,1
1 - 3  0  8,"MACHONES en LATÓN Ø 125 1 1/2""",,1    -       -        -  ,,,,,,1-308,1,Fontanería,Fontanería,Fontanería,1
1 - 3  0  9,"MACHONES en LATÓN Ø 110 1 1/2"" ",,1    -       -        -  ,,,,,,1-309,1,Fontanería,Fontanería,Fontanería,1
1 - 3  1  0,"MACHONES en LATÓN Ø 90 1 1/2""",,1    -       -        -  ,,,,,,1-310,1,Fontanería,Fontanería,Fontanería,1
1 - 3  1  1,"MACHONES en LATÓN Ø 75 1 1/2"" ",,1    -       -        -  ,,,,,,1-311,1,Fontanería,Fontanería,Fontanería,1
1 - 3  1  2,"MACHONES en LATÓN Ø 63 1 1/2""",,1    -       -        -  ,,,,,,1-312,1,Fontanería,Fontanería,Fontanería,1
1 - 3  1  3,"MACHONES en LATÓN Ø 50 1 1/2"" ",,1    -       -        -  ,,,,,,1-313,1,Fontanería,Fontanería,Fontanería,1
1 - 3  1  4,"MACHONES en LATÓN Ø 40 1 1/2""",,1    -       -        -  ,,,,,,1-314,1,Fontanería,Fontanería,Fontanería,1
1 - 3  1  5,"MACHONES en LATÓN Ø 32 1 1/2""",,1    -       -        -  ,,,,,,1-315,1,Fontanería,Fontanería,Fontanería,1
1 - 3  1  6,"MACHONES en LATÓN Ø 125 1 1/4""",,1    -       -        -  ,,,,,,1-316,1,Fontanería,Fontanería,Fontanería,1
1 - 3  1  7,"MACHONES en LATÓN Ø 110 1 1/4""",,1    -       -        -  ,,,,,,1-317,1,Fontanería,Fontanería,Fontanería,1
1 - 3  1  8,"MACHONES en LATÓN Ø 90 1 1/4""",,1    -       -        -  ,,,,,,1-318,1,Fontanería,Fontanería,Fontanería,1
1 - 3  1  9,"MACHONES en LATÓN Ø 75 1 1/4""",,1    -       -        -  ,,,,,,1-319,1,Fontanería,Fontanería,Fontanería,1
1 - 3  2  0,"MACHONES en LATÓN Ø 63 1 1/4""",,1    -       -        -  ,,,,,,1-320,1,Fontanería,Fontanería,Fontanería,1
1 - 3  2  1,"MACHONES en LATÓN Ø 50 1 1/4""",,1    -       -        -  ,,,,,,1-321,1,Fontanería,Fontanería,Fontanería,1
1 - 3  2  2,"MACHONES en LATÓN Ø 40 1 1/4"" ",,1    -       -        -  ,,,,,,1-322,1,Fontanería,Fontanería,Fontanería,1
1 - 3  2  3,"MACHONES en LATÓN Ø 32 1 1/4""",,1    -       -        -  ,,,,,,1-323,1,Fontanería,Fontanería,Fontanería,1
1 - 3  2  4,"MACHONES en LATÓN Ø 125 1""",,1    -       -        -  ,,,,,,1-324,1,Fontanería,Fontanería,Fontanería,1
1 - 3  2  5,"MACHONES en LATÓN Ø 110 1""",,1    -       -        -  ,,,,,,1-325,1,Fontanería,Fontanería,Fontanería,1
1 - 3  2  6,"MACHONES en LATÓN Ø 90 1"" ",,1    -       -        -  ,,,,,,1-326,1,Fontanería,Fontanería,Fontanería,1
1 - 3  2  7,"MACHONES en LATÓN Ø 75 1""",,1    -       -        -  ,,,,,,1-327,1,Fontanería,Fontanería,Fontanería,1
1 - 3  2  8,"MACHONES en LATÓN Ø 63 1""",,1    -       -        -  ,,,,,,1-328,1,Fontanería,Fontanería,Fontanería,1
1 - 3  2  9,"MACHONES en LATÓN Ø 50 1"" ",,1    -       -        -  ,,,,,,1-329,1,Fontanería,Fontanería,Fontanería,1
1 - 3  3  0,"MACHONES en LATÓN Ø 40 1""",,1    -       -        -  ,,,,,,1-330,1,Fontanería,Fontanería,Fontanería,1
1 - 3  3  1,"MACHONES en LATÓN Ø 32 1""",,1    -       -        -  ,,,,,,1-331,1,Fontanería,Fontanería,Fontanería,1
1 - 3  3  2,"MACHONES en LATÓN Ø 125 3/4""",,1    -       -        -  ,,,,,,1-332,1,Fontanería,Fontanería,Fontanería,1
1 - 3  3  3,"MACHONES en LATÓN Ø 110 3/4""",,1    -       -        -  ,,,,,,1-333,1,Fontanería,Fontanería,Fontanería,1
1 - 3  3  4,"MACHONES en LATÓN Ø 90 3/4""",,1    -       -        -  ,,,,,,1-334,1,Fontanería,Fontanería,Fontanería,1
1 - 3  3  5,"MACHONES en LATÓN Ø 75 3/4""",,1    -       -        -  ,,,,,,1-335,1,Fontanería,Fontanería,Fontanería,1
1 - 3  3  6,"MACHONES en LATÓN Ø 63 3/4""",,1    -       -        -  ,,,,,,1-336,1,Fontanería,Fontanería,Fontanería,1
1 - 3  3  7,"MACHONES en LATÓN Ø 50 3/4""",,1    -       -        -  ,,,,,,1-337,1,Fontanería,Fontanería,Fontanería,1
1 - 3  3  8,"MACHONES en LATÓN Ø 40 3/4""",,1    -       -        -  ,,,,,,1-338,1,Fontanería,Fontanería,Fontanería,1
1 - 3  3  9,"MACHONES en LATÓN Ø 32 3/4""",,1    -       -        -  ,,,,,,1-339,1,Fontanería,Fontanería,Fontanería,1
1 - 3  4  0,"MACHONES en LATÓN Ø 125 1/2""",,1    -       -        -  ,,,,,,1-340,1,Fontanería,Fontanería,Fontanería,1
1 - 3  4  1,"MACHONES en LATÓN Ø 110 1/2""",,1    -       -        -  ,,,,,,1-341,1,Fontanería,Fontanería,Fontanería,1
1 - 3  4  2,"MACHONES en LATÓN Ø 90 1/2""",,1    -       -        -  ,,,,,,1-342,1,Fontanería,Fontanería,Fontanería,1
1 - 3  4  3,"MACHONES en LATÓN Ø 75 1/2""",,1    -       -        -  ,,,,,,1-343,1,Fontanería,Fontanería,Fontanería,1
1 - 3  4  4,"MACHONES en LATÓN Ø 63 1/2""",,1    -       -        -  ,,,,,,1-344,1,Fontanería,Fontanería,Fontanería,1
1 - 3  4  5,"MACHONES en LATÓN Ø 50 1/2""",,1    -       -        -  ,,,,,,1-345,1,Fontanería,Fontanería,Fontanería,1
1 - 3  4  6,"MACHONES en LATÓN Ø 40 1/2""",,1    -       -        -  ,,,,,,1-346,1,Fontanería,Fontanería,Fontanería,1
1 - 3  4  7,"MACHONES en LATÓN Ø 32 1/2""",,1    -       -        -  ,,,,,,1-347,1,Fontanería,Fontanería,Fontanería,1
1 - 3  4  8,"MACHONES en LATÓN Ø 125 3/8""",,1    -       -        -  ,,,,,,1-348,1,Fontanería,Fontanería,Fontanería,1
1 - 3  4  9,"MACHONES en LATÓN Ø 110 3/8""",,1    -       -        -  ,,,,,,1-349,1,Fontanería,Fontanería,Fontanería,1
1 - 3  5  0,"MACHONES en LATÓN Ø 90 3/8""",,1    -       -        -  ,,,,,,1-350,1,Fontanería,Fontanería,Fontanería,1
1 - 3  5  1,"MACHONES en LATÓN Ø 75 3/8""",,1    -       -        -  ,,,,,,1-351,1,Fontanería,Fontanería,Fontanería,1
1 - 3  5  2,"MACHONES en LATÓN Ø 63 3/8"" ",,1    -       -        -  ,,,,,,1-352,1,Fontanería,Fontanería,Fontanería,1
1 - 3  5  3,"MACHONES en LATÓN Ø 50 3/8""",,1    -       -        -  ,,,,,,1-353,1,Fontanería,Fontanería,Fontanería,1
1 - 3  5  4,"MACHONES en LATÓN Ø 40 3/8""",,1    -       -        -  ,,,,,,1-354,1,Fontanería,Fontanería,Fontanería,1
1 - 3  5  5,"MACHONES en LATÓN Ø 32 3/8"" ",,1    -       -        -  ,,,,,,1-355,1,Fontanería,Fontanería,Fontanería,1
1 - 3  5  6,Te M-H-H en PVC Evacuación Ø 125,,1    -       -        -  ,,,,,,1-356,1,Fontanería,Fontanería,Fontanería,1
1 - 3  5  7,Te M-H-H en PVC Evacuación Ø 110,,1    -       -        -  ,,,,,,1-357,1,Fontanería,Fontanería,Fontanería,1
1 - 3  5  8,Te M-H-H en PVC Evacuación Ø 90,,1    -       -        -  ,,,,,,1-358,1,Fontanería,Fontanería,Fontanería,1
1 - 3  5  9,Te M-H-H en PVC Evacuación Ø 75,,1    -       -        -  ,,,,,,1-359,1,Fontanería,Fontanería,Fontanería,1
1 - 3  6  0,Te M-H-H en PVC Evacuación Ø 63,,1    -       -        -  ,,,,,,1-360,1,Fontanería,Fontanería,Fontanería,1
1 - 3  6  1,Te M-H-H en PVC Evacuación Ø 50,,1    -       -        -  ,,,,,,1-361,1,Fontanería,Fontanería,Fontanería,1
1 - 3  6  2,Te M-H-H en PVC Evacuación Ø 40,,1    -       -        -  ,,,,,,1-362,1,Fontanería,Fontanería,Fontanería,1
1 - 3  6  3,Te M-H-H en PVC Evacuación Ø 32,,1    -       -        -  ,,,,,,1-363,1,Fontanería,Fontanería,Fontanería,1
1 - 3  6  4,INJERTO M-H-H en PVC Evacuación Ø 125,,1    -       -        -  ,,,,,,1-364,1,Fontanería,Fontanería,Fontanería,1
1 - 3  6  5,INJERTO M-H-H en PVC Evacuación Ø 110,,1    -       -        -  ,,,,,,1-365,1,Fontanería,Fontanería,Fontanería,1
1 - 3  6  6,INJERTO M-H-H en PVC Evacuación Ø 90,,1    -       -        -  ,,,,,,1-366,1,Fontanería,Fontanería,Fontanería,1
1 - 3  6  7,INJERTO M-H-H en PVC Evacuación Ø 75,,1    -       -        -  ,,,,,,1-367,1,Fontanería,Fontanería,Fontanería,1
1 - 3  6  8,INJERTO M-H-H en PVC Evacuación Ø 63,,1    -       -        -  ,,,,,,1-368,1,Fontanería,Fontanería,Fontanería,1
1 - 3  6  9,INJERTO M-H-H en PVC Evacuación Ø 50,,1    -       -        -  ,,,,,,1-369,1,Fontanería,Fontanería,Fontanería,1
1 - 3  7  0,INJERTO M-H-H en PVC Evacuación Ø 40,,1    -       -        -  ,,,,,,1-370,1,Fontanería,Fontanería,Fontanería,1
1 - 3  7  1,INJERTO M-H-H en PVC Evacuación Ø 32,,1    -       -        -  ,,,,,,1-371,1,Fontanería,Fontanería,Fontanería,1
1 - 3  7  2,"TUERCA REDUCIDA EN LATÓN Ø 3"" MX2 1/2"" H",,1    -       -        -  ,,,,,,1-372,1,Fontanería,Fontanería,Fontanería,1
1 - 3  7  3,"TUERCA REDUCIDA EN LATÓN Ø 2 1/2"" MX2"" H",,1    -       -        -  ,,,,,,1-373,1,Fontanería,Fontanería,Fontanería,1
1 - 3  7  4,"TUERCA REDUCIDA EN LATÓN Ø 2"" MX1 1/2"" H",,1    -       -        -  ,,,,,,1-374,1,Fontanería,Fontanería,Fontanería,1
1 - 3  7  5,"TUERCA REDUCIDA EN LATÓN Ø 1 1/2"" MX1 1/4"" H",,1    -       -        -  ,,,,,,1-375,1,Fontanería,Fontanería,Fontanería,1
1 - 3  7  6,"TUERCA REDUCIDA EN LATÓN Ø 1 1/4"" MX1"" H",,1    -       -        -  ,,,,,,1-376,1,Fontanería,Fontanería,Fontanería,1
1 - 3  7  7,"TUERCA REDUCIDA EN LATÓN Ø 1"" MX3/4"" H",,1    -       -        -  ,,,,,,1-377,1,Fontanería,Fontanería,Fontanería,1
1 - 3  7  8,"TUERCA REDUCIDA EN LATÓN Ø 3/4"" MX1/2"" H",,1    -       -        -  ,,,,,,1-378,1,Fontanería,Fontanería,Fontanería,1
1 - 3  7  9,"TUERCA REDUCIDA EN LATÓN Ø 1/2"" MX3/8"" H",,1    -       -        -  ,,,,,,1-379,1,Fontanería,Fontanería,Fontanería,1
1 - 3  8  0,"MACHONES REDUCIDOS Ø 3"" MX2 1/2"" H",,1    -       -        -  ,,,,,,1-380,1,Fontanería,Fontanería,Fontanería,1
1 - 3  8  1,"MACHONES REDUCIDOS Ø 2 1/2"" MX2"" H",,1    -       -        -  ,,,,,,1-381,1,Fontanería,Fontanería,Fontanería,1
1 - 3  8  2,"MACHONES REDUCIDOS Ø 2"" MX1 1/2"" H",,1    -       -        -  ,,,,,,1-382,1,Fontanería,Fontanería,Fontanería,1
1 - 3  8  3,"MACHONES REDUCIDOS Ø 1 1/2"" MX1 1/4"" H",,1    -       -        -  ,,,,,,1-383,1,Fontanería,Fontanería,Fontanería,1
1 - 3  8  4,"MACHONES REDUCIDOS Ø 1 1/4"" MX1"" H",,1    -       -        -  ,,,,,,1-384,1,Fontanería,Fontanería,Fontanería,1
1 - 3  8  5,"MACHONES REDUCIDOS Ø 1"" MX3/4"" H",,1    -       -        -  ,,,,,,1-385,1,Fontanería,Fontanería,Fontanería,1
1 - 3  8  6,"MACHONES REDUCIDOS Ø 3/4"" MX1/2"" H",,1    -       -        -  ,,,,,,1-386,1,Fontanería,Fontanería,Fontanería,1
1 - 3  8  7,"MACHONES REDUCIDOS Ø 1/2"" MX3/8"" H",,1    -       -        -  ,,,,,,1-387,1,Fontanería,Fontanería,Fontanería,1
1 - 3  8  8,"LLAVES DE COMPUERTA CON ASIENTO ELÁSTICO Ø 3"" H - H PN16",,1    -       -        -  ,,,,,,1-388,1,Fontanería,Fontanería,Fontanería,1
1 - 3  8  9,"LLAVES DE COMPUERTA CON ASIENTO ELÁSTICO Ø 2 1/2"" H - H PN16",,1    -       -        -  ,,,,,,1-389,1,Fontanería,Fontanería,Fontanería,1
1 - 3  9  0,"LLAVES DE COMPUERTA CON ASIENTO ELÁSTICO Ø 2""  H - H PN16",,1    -       -        -  ,,,,,,1-390,1,Fontanería,Fontanería,Fontanería,1
1 - 3  9  1,"LLAVES DE COMPUERTA CON ASIENTO ELÁSTICO Ø 1 1/2"" H - H PN16",,1    -       -        -  ,,,,,,1-391,1,Fontanería,Fontanería,Fontanería,1
1 - 3  9  2,"LLAVES DE COMPUERTA CON ASIENTO ELÁSTICO Ø 1 1/4"" H - H PN16",,1    -       -        -  ,,,,,,1-392,1,Fontanería,Fontanería,Fontanería,1
1 - 3  9  3,"LLAVES DE COMPUERTA CON ASIENTO ELÁSTICO Ø 1"" H - H PN16",,1    -       -        -  ,,,,,,1-393,1,Fontanería,Fontanería,Fontanería,1
1 - 3  9  4,"LLAVES DE COMPUERTA CON ASIENTO ELÁSTICO Ø 3/4"" H - H PN16",,1    -       -        -  ,,,,,,1-394,1,Fontanería,Fontanería,Fontanería,1
1 - 3  9  5,"LLAVES DE COMPUERTA CON ASIENTO ELÁSTICO Ø 1/2"" H - H PN16",,1    -       -        -  ,,,,,,1-395,1,Fontanería,Fontanería,Fontanería,1
1 - 3  9  6,,,,,,,,,1-396,1,,0,0,
1 - 3  9  7,,,,,,,,,1-397,1,,0,0,
1 - 3  9  8,,,,,,,,,1-398,1,,0,0,
1 - 3  9  9,,,,,,,,,1-399,1,,0,0,
1 - 4  0  0,,,,,,,,,1-400,1,,0,0,
4 - 0  0  1,"E14 5.5W 3000K ""CANDLE""""VELA""",,4    -       -        -  ,ELECTRICIDAD,,,,"LUCES DE LED ""CANDLE"" vela",4-001,4,Electricidad,ELECTRICIDAD,ELECTRICIDAD,4
4 - 0  0  2,E27 12W 3000K * 220V/50Hz - BOMBILLA ESFÉRICA,0 ,4    -       -        -  ,ELECTRICIDAD,,,,E27 10W - DEJA DE FABRICARSE,4-002,4,Electricidad,ELECTRICIDAD,ELECTRICIDAD,4
4 - 0  0  3,E27 6W 3000K * 6 WATT/220V,,4    -       -        -  ,ELECTRICIDAD,,,,"LUCES DE LED ""MASLIGHTING""",4-003,4,Electricidad,ELECTRICIDAD,ELECTRICIDAD,4
4 - 0  0  4,E14 6W 3000K * 6 WATT/220V,,4    -       -        -  ,ELECTRICIDAD,,,,"LUCES DE LED ""MASLIGHTING""",4-004,4,Electricidad,ELECTRICIDAD,ELECTRICIDAD,4
4 - 0  0  5,LÁMPARA SPIRAL 45W E-27 6400K RAYTOWN,,4    -       -        -  ,ELECTRICIDAD,,,,LUCES DE LED,4-005,4,Electricidad,ELECTRICIDAD,ELECTRICIDAD,4
