code,DESCRIPCION,STOCK,UBICACION,ALMACEN,ACTIVIDAD,COD.PROV,PRECIO,PROVEEDOR,PEDIR,,Almacén,,categoria,alamcen
4 - 0  0  6,GU10 LÁMPARA LED 8W 4000/4500K,10 ,4    -       -        -  ,ELECTRICIDAD,,,,LUCES DE LED,4-006,4,Electricidad,ELECTRICIDAD,ELECTRICIDAD,4
4 - 0  0  7,6.5W E27 220-240 V 40º 750cd 43mA 2700K,,4    -       -        -  ,ELECTRICIDAD,,,,LEDspot PAR20 MASTER,4-007,4,Electricidad,ELECTRICIDAD,ELECTRICIDAD,4
4 - 0  0  8,LEDspot PAR20 6.5W 400 lumen,,4    -       -        -  ,ELECTRICIDAD,,,,,4-008,4,Electricidad,ELECTRICIDAD,ELECTRICIDAD,4
4 - 0  0  9,E27 15W 4000K 00420 MEGAMAN,,4    -       -        -  ,ELECTRICIDAD,,,,LÁMPARAS STANDARD BAJO CONSUMO,4-009,4,Electricidad,ELECTRICIDAD,ELECTRICIDAD,4
4 - 0  1  0,PORTALÁMPARAS - B/N,,4    -       -        -  ,ELECTRICIDAD,,,,CASQUILLOS: BLANCOS Y NEGROS,4-010,4,Electricidad,ELECTRICIDAD,ELECTRICIDAD,4
4 - 0  1  1,PORTALÁMPARAS GU10,40 ,4   - 1 - 3 - 3,ELECTRICIDAD,,,"909,00 €",LUCES DE LED COB  FP>0.84 GU10,4-011,4,Electricidad,ELECTRICIDAD,ELECTRICIDAD,4-1-3-3
4 - 0  1  2,26W G24d-3 Biaxth D,,4    -       -        -  ,ELECTRICIDAD,,,,"A EXTINGUIR: ""C. PRACTICAS""",4-012,4,Electricidad,ELECTRICIDAD,ELECTRICIDAD,4
4 - 0  1  3,FLUORESCENTES 58/860,,4    -       -        -  ,ELECTRICIDAD,,,,TUBOS ALARGADOS,4-013,4,Electricidad,ELECTRICIDAD,ELECTRICIDAD,4
4 - 0  1  4,FLUORESCENTES 18W/860,,4    -       -        -  ,ELECTRICIDAD,,,,,4-014,4,Electricidad,ELECTRICIDAD,ELECTRICIDAD,4
4 - 0  1  5,E27 LAMPARA RAYTOWN 45W 6400K E27,,4    -       -        -  ,ELECTRICIDAD,,,,,4-015,4,Electricidad,ELECTRICIDAD,ELECTRICIDAD,4
4 - 0  1  6,E27 10W 4500K * 220V/50Hz,0 ,4    -       -        -  ,ELECTRICIDAD,,,,,4-016,4,Electricidad,ELECTRICIDAD,ELECTRICIDAD,4
4 - 0  1  7,E27 5000K 12W BLANCA ESFERICA,0 ,4    -       -        -  ,ELECTRICIDAD,,,,,4-017,4,Electricidad,ELECTRICIDAD,ELECTRICIDAD,4
4 - 0  1  8,GU10 LÁMPARA LED 8W 3000K,25 ,4    -       -        -  ,ELECTRICIDAD,,,,LUCES DE LED,4-018,4,Electricidad,ELECTRICIDAD,ELECTRICIDAD,4
5 - 1  1  8,REPUESTO MOPA CISNE MAT-100cm,0,5    -  1  -  1  -  4,HOT ROOM,DROG. / PERF.,CISNE,"7,23 €",DROGUERÍA,5-118,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-1-4
5 - 0  7  1,T-L POLO VERANO ENCARGADOS,,5    -       -        -  ,HOT ROOM,VEST. PERSONAL,,,VESTUARIO DE VERANO DEL PERSONAL,5-071,5,Hot Room,HOT ROOM,VEST. PERSONAL,5
5 - 0  7  2,T-M POLO VERANO ENCARGADOS,,5    -       -        -  ,HOT ROOM,VEST. PERSONAL,,,VESTUARIO DE VERANO DEL PERSONAL,5-072,5,Hot Room,HOT ROOM,VEST. PERSONAL,5
5 - 0  7  3,T-S POLO VERANO ENCARGADOS,,5    -       -        -  ,HOT ROOM,VEST. PERSONAL,,,VESTUARIO DE VERANO DEL PERSONAL,5-073,5,Hot Room,HOT ROOM,VEST. PERSONAL,5
5 - 0  7  4,T-XL POLO VERANO ENCARGADOS,,5    -       -        -  ,HOT ROOM,VEST. PERSONAL,,,VESTUARIO DE VERANO DEL PERSONAL,5-074,5,Hot Room,HOT ROOM,VEST. PERSONAL,5
5 - 0  7  5,T-XXL POLO VERANO ENCARGADOS,,5    -       -        -  ,HOT ROOM,VEST. PERSONAL,,,VESTUARIO DE VERANO DEL PERSONAL,5-075,5,Hot Room,HOT ROOM,VEST. PERSONAL,5
5 - 1  0  1,KH-7 DESENGRASANTE 750 ML PULVERIZADOR,0,5    -  1  -  2  -  3,HOT ROOM,DROG. / PERF.,KH-7,"2,39 €",DROGUERÍA,5-101,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-2-3
5 - 0  7  7,CANDADOS con LLAVE ÚNICA,10,5    -       -        -  ,HOT ROOM,VARIOS,,,,5-077,5,Hot Room,HOT ROOM,VARIOS,5
5 - 0  8  1,BOLSAS DE BASURA 85X105 G140 NEGRA CJ-250U - MEDIANAS,4,PALET - SUELO izdo.,HOT ROOM,DROG. / PERF.,,"27,36 €",DROGUERÍA,5-081,5,Hot Room,HOT ROOM,DROG. / PERF.,PALET-SUELOizdo.
5 - 0  9  6,GEL SANITARIO (SIN AGUA) S NONAS 500 ml,0,5   - 1  -        -  ,HOT ROOM,DROG. / PERF.,500 ml,"2,18 €",DROGUERÍA,5-096,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1--
5 - 1  3  5,POLITUS 375 ml PULVERIZADOR SUPERFICIES BARNIZADAS,3,5    -  1  -  1  -  4,HOT ROOM,DROG. / PERF.,POLITUS,,DROGUERÍA,5-135,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-1-4
5 - 1  2  8,RECAMBIO AMBI PUR AMBIENTADOR ELÉCTRICO FRUTAS SILVESTRES,2,5    -  1  -  1  -  4,HOT ROOM,DROG. / PERF.,,"3,22 €",DROGUERÍA,5-128,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-1-4
5 - 1  0  3,LIMPIACRISTALES MULTIGLASS SPRAY 750 ml E-260,3,5    -  1  -  1  -  3,HOT ROOM,DROG. / PERF.,,"1,64 €",DROGUERÍA,5-103,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-1-3
5 - 1  1  5,QUITAGRASA C/P 750 ML E-251,2,5    -  1  -  1  -  3,HOT ROOM,DROG. / PERF.,,"1,81 €",DROGUERÍA,5-115,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-1-3
5 - 1  0  6,LIMPIADOR SUELOS BIALCOHOL BIO FRESH MORA E-100M 5 lts ,12,5    -  1  -  1  -  1,HOT ROOM,DROG. / PERF.,BIO FRESH,"4,44 €",DROGUERÍA,5-106,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-1-1
5 - 0  8  3,CALZADOR METÁLICO AZUL 15 cm,2,5    -  1  -  1  -  4,HOT ROOM,DROG. / PERF.,,"2,86 €",DROGUERÍA,5-083,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-1-4
5 - 1  8  5,INSECTICIDA CASA JARDIN,6,ARMARIO,OFICINA,DROG. / PERF.,,,DROGUERÍA,5-185,5,Hot Room,OFICINA,DROG. / PERF.,ARMARIO
5 - 1  1  1,PEINE CABALLERO MILAN Nº7 COLOR CONCHA,0,5    -  1  -  1  -  3,HOT ROOM,DROG. / PERF.,MILAN,"0,94 €",DROGUERÍA,5-111,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-1-3
5 - 0  8  7,COLONIA GOTAS DE ORO 750 ml (CRISTAL),12,5    -  1  -  1  -  4,HOT ROOM,DROG. / PERF.,GOTAS DE ORO,"5,28 €",DROG. ALMOAL  /  VESTUARIOS del CCVM,5-087,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-1-4
5 - 0  7  8,AMONIACO PERFUMADO CJ 15x1L CASABLANCA,100,5    -  1  -  1  -  1,HOT ROOM,DROG. / PERF.,CASABLANCA,"4,79 €",DROGUERÍA,5-078,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-1-1
5 - 1  5  3,PAPEL HIGIENICO ROLLOS - vestuarios,,5    -    FUERA,HOT ROOM,DROG. / PERF.,,,FARDOS DE 18 Rollos,5-153,5,Hot Room,HOT ROOM,DROG. / PERF.,5-FUERA
5 - 1  5  2,TOALLITAS - Z  (Servilletas vestuarios),,5    -    FUERA,HOT ROOM,DROG. / PERF.,,,CAJAS DE 20 PAQUETES,5-152,5,Hot Room,HOT ROOM,DROG. / PERF.,5-FUERA
5 - 0  8  9,CUBREZAPATOS (PISCINA) PLASTICO POLIETILENO AZUL (CJ20X100U),2,5    -  1  -  3  -  5,HOT ROOM,DROG. / PERF.,1000 ud,"49,17 €",DROGUERÍA,5-089,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-3-5
5 - 0  7  9,BAYETA PARA CRISTALES S/B 300 ROLLO 4 m X 38 cm SCOTCH BRITE,1,5    -  1  -  2  -  3,HOT ROOM,DROG. / PERF.,SCOTCH BRITE,"23,66 €",DROGUERÍA,5-079,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-2-3
5 - 0  9  0,DESENGRASANTE GENERAL 5L MASSCLEAN E-245,1,5    -  1  -  2  -  3,HOT ROOM,DROG. / PERF.,MASSCLEAN,"5,17 €",DROGUERÍA,5-090,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-2-3
5 - 1  0  5,LIMPIADOR MADERA JABONOSO MASSLIMP WOOD-TR H-110R 1L,5,5    -  1  -  1  -  3,HOT ROOM,DROG. / PERF.,MASSLIMP,"2,05 €",DROGUERÍA,5-105,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-1-3
5 - 1  2  7,"MISTOL LAVAVAJILLAS TRADICIONAL 3,5L",4,5    -  1  -  1  -  3,HOT ROOM,DROG. / PERF.,"3,5L","4,55 €",DROGUERÍA,5-127,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-1-3
5 - 0  9  7,CABEZAL MOTOGÜADAÑA STIHL autocut 25-2,2,ARMARIO,OFICINA,,STIHL,,,5-097,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  3  6,RECAMBIO AIR WICK FRESHMATIC MAX,2,5    -  1  -  2  -  3,HOT ROOM,DROG. / PERF.,250 ml,,DROGUERÍA,5-136,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-2-3
5 - 1  8  8,"SACO LONA PLASTIFICADA, CARRO X PEQUEÑO",3,5    -       -        -  ,HOT ROOM,DROG. / PERF.,,,DROGUERÍA,5-188,5,Hot Room,HOT ROOM,DROG. / PERF.,5
5 - 1  2  4,ABSORBE OLORES AMBIPUR BRISE GLADE,3,5    -  1  -  1  -  4,HOT ROOM,DROG. / PERF.,,"1,69 €",DROGUERÍA,5-124,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-1-4
5 - 1  1  6,RECOGEDOR CON PALO ALTO NEO CON GOMA,5,5    -  1  -  1  -  4,HOT ROOM,DROG. / PERF.,NEO,"1,36 €",DROGUERÍA,5-116,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-1-4
5 - 1  2  3,VIM CLOREX 750 grs (cj.20 unds),1,5    -  1  -  2  -  4,HOT ROOM,DROG. / PERF.,VIM,"1,20 €",DROGUERÍA,5-123,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-2-4
5 - 0  9  1,ESCOBILLERO WC ANTIDESLIZANTE,8,5    -  1  -  2  -  4,HOT ROOM,DROG. / PERF.,,"1,81 €",DROGUERÍA,5-091,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-2-4
5 - 0  7  6,AMBIENTADOR CAMPERO 750 CC CLASSIC,5,5    -  1  -  1  -  4,HOT ROOM,DROG. / PERF.,CAMPERO,"3,12 €",DROGUERÍA,5-076,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-1-4
5 - 1  0  9,"PALO ALUMINIO ANODIZADO 1,50 mts MAYA",8,5  -  CAJÓN,HOT ROOM,DROG. / PERF.,MAYA,"2,72 €",DROGUERÍA,5-109,5,Hot Room,HOT ROOM,DROG. / PERF.,5-CAJÓN
5 - 1  0  2,"LEJIA DETERGENTE PINO 1,6 L CJ-8 U CASABLANCA",16,5    -  1  -  2  -  1,HOT ROOM,DROG. / PERF.,CASABLANCA,"1,25 €",DROGUERÍA / CAJA,5-102,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-2-1
5 - 1  0  7,GAFAS SOBRE GAFAS - PROTECTOR,6,ARMARIO,HOT ROOM,SAFETY eyewear,,,EQUIPO DE PROTECCIÓN INDIVIDUAL,5-107,5,Hot Room,HOT ROOM,SAFETY eyewear,ARMARIO
5 - 1  1  4,PULVERIZADOR PLÁSTICO 250 CC,0,5    -  1  -  1  -  4,HOT ROOM,DROG. / PERF.,,"1,38 €",DROGUERÍA  -  TRAIDOR,5-114,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-1-4
5 - 0  8  5,CEPILLO DE BARRER AMAPOLA AZUL SIN MANGO,1,5    -  1  -  1  -  2,HOT ROOM,DROG. / PERF.,AMAPOLA,"0,88 €",DROGUERÍA  /  CAJA,5-085,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-1-2
5 - 0  9  4,FREGONA ALGODÓN CISNE CRUDO Nº15,5,5    -  1  -  1  -  3,HOT ROOM,DROG. / PERF.,CISNE,"0,89 €",DROGUERÍA  /  CAJA,5-094,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-1-3
5 - 1  8  1,BAYETA PUNTO GRIS 3 KG - TRAPOS,2,5    -  1  -  2  -  3,HOT ROOM,DROG. / PERF.,,"7,75 €",,5-181,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-2-3
5 - 1  2  9,BLOOM MOSQUITOS APARATO + 2 RECAMBIOS,2,5    -  1  -  2  -  3,HOT ROOM,DROG. / PERF.,BLOOM,"5,85 €",DROGUERÍA,5-129,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-2-3
5 - 0  8  0,BOLSAS DE BASURA 115 x 150 G130MD CJ-150 - GRANDES  ,4,PALET - SUELO izdo.,HOT ROOM,DROG. / PERF.,,"27,29 €",DROGUERÍA,5-080,5,Hot Room,HOT ROOM,DROG. / PERF.,PALET-SUELOizdo.
5 - 0  8  2,BOLSAS DE BASURA AUTOCIEERE AZUL 56X60 CJ-1000 UD - PEQUEÑAS,5,PALET - SUELO izdo.,HOT ROOM,DROG. / PERF.,,"42,24 €",DROGUERÍA,5-082,5,Hot Room,HOT ROOM,DROG. / PERF.,PALET-SUELOizdo.
5 - 0  8  4,CARRO X CROMADO CON SACO PVC ECO,1,5  -  FUERA,HOT ROOM,DROG. / PERF.,,"73,56 €",DROGUERÍA,5-084,5,Hot Room,HOT ROOM,DROG. / PERF.,5-FUERA
5 - 1  1  7,,,,,,,,,5-117,5,Hot Room,Hot Room,Hot Room,
5 - 1  3  0,CEPILLO 10X4 MEXIL PLASTIK,6,5    -  1  -  2  -  3,HOT ROOM,DROG. / PERF.,MEXIL,"0,87 €",DROGUERÍA,5-130,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-2-3
5 - 1  2  5,CEPILLO FIBRA CORTA DURA BUQUE,5,4,HOT ROOM,DROG. / PERF.,BUQUE,"1,45 €",DROGUERÍA,5-125,5,Hot Room,HOT ROOM,DROG. / PERF.,4
5 - 1  3  1,CEPILLO HAYA ROJO,--,5  -  SUELO,HOT ROOM,DROG. / PERF.,HAY,,DROGUERÍA,5-131,5,Hot Room,HOT ROOM,DROG. / PERF.,5-SUELO
5 - 0  8  8,CUBO DE FREGONA CON ESCURRIDOR LUXE 14L,5,5    -  1  -  2  -  1,HOT ROOM,DROG. / PERF.,LUXE,"3,60 €",DROGUERÍA,5-088,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-2-1
5 - 0  9  2,ESTERILIZADOR LUZ ULTRAVIOLETA,2,5  -  ANULAR,HOT ROOM,DROG. / PERF.,,"59,50 €",DROGUERÍA,5-092,5,Hot Room,HOT ROOM,DROG. / PERF.,5-ANULAR
5 - 1  3  2,ESTROPAJO CON ESPONJA SCOTCH-BRITE 158X95 mm,24,5    -  1  -  2  -  3,HOT ROOM,DROG. / PERF.,SCOTCH BRITE,"1,07 €",DROGUERÍA,5-132,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-2-3
5 - 0  9  3,"ESTROPAJO ROLLO PRECORTADO SCOTCH BRITE Nº96 6 m x 1,34 m",3,5    -  1  -  2  -  3,HOT ROOM,DROG. / PERF.,SCOTCH BRITE,"16,90 €",DROGUERÍA,5-093,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-2-3
5 - 0  9  5,FREGONA INDUSTRIAL ALGODÓN BLANCO 350 grs,4,5    -  1  -  1  -  4,HOT ROOM,DROG. / PERF.,350 grs,"1,68 €",DROGUERÍA,5-095,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-1-4
5 - 0  8  6,GUANTE GOMA SATINADO SCOTCH BRITE TALLA L,27,5    -  1  -  2  -  3,HOT ROOM,DROG. / PERF.,SCOTCH BRITE,"0,90 €",DROGUERÍA,5-086,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-2-3
5 - 0  9  8,GUANTE GOMA SATINADO SCOTCH BRITE TALLA M,0,5    -  1  -  2  -  3,HOT ROOM,DROG. / PERF.,SCOTCH BRITE,"0,90 €",DROGUERÍA,5-098,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-2-3
5 - 0  9  9,GUANTE GOMA SATINADO SCOTCH BRITE TALLA S,18,5    -  1  -  2  -  3,HOT ROOM,DROG. / PERF.,SCOTCH BRITE,"0,90 €",DROGUERÍA,5-099,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-2-3
5 - 1  0  0,KH-7 ANTICAL 750 ml PISTOLA,3,5    -  1  -  2  -  3,HOT ROOM,DROG. / PERF.,KH-7,"2,54 €",DROGUERÍA,5-100,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-2-3
5 - 1  2  6,LIMPIACRISTALES ERGO COMPLETO 45 cm INOX,3,5    -  1  -  2  -  3,HOT ROOM,DROG. / PERF.,,"6,30 €",DROGUERÍA,5-126,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-2-3
5 - 1  0  4,LIMPIADOR AJAX SHOWER POWER 2 EN 1 500 ml,6,5    -  1  -  2  -  3,HOT ROOM,DROG. / PERF.,AJAX,"1,99 €",DROGUERÍA,5-104,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-2-3
5 - 1  1  0,PAÑUELOS FACIALES COLHOGAR CAJA NARANJA (33 UD. POR CAJA),70,5    -  1  -  1  -  3,HOT ROOM,DROG. / PERF.,COLHOGAR,"0,87 €",DROGUERÍA,5-110,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-1-3
5 - 1  3  4,PEINE EURO STIL COLORES,12,5    -  1  -  1  -  4,HOT ROOM,DROG. / PERF.,375 ml,,DROGUERÍA,5-134,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-1-4
5 - 1  1  2,PINZA PLÁSTICO AZUL SUJETA MOPAS,2,5    -  1  -  1  -  4,HOT ROOM,DROG. / PERF.,,"4,98 €",DROGUERÍA,5-112,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-1-4
5 - 1  1  3,PLUMERO AVESTRUZ Nº3,,5   - 1  -        -  ,HOT ROOM,DROG. / PERF.,,"4,74 €",DROGUERÍA,5-113,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1--
5 - 1  3  7,ROLLO BAYETA AZUL CISNE,2,5    -  1  -  2  -  3,HOT ROOM,DROG. / PERF.,CISNE,,DROGUERÍA,5-137,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-2-3
5 - 1  5  6,"SACO LONA PLASTIFICADA, CARRO X GRANDE",4,5    -       -        -  ,HOT ROOM,DROG. / PERF.,,"19,76 €",DROGUERÍA,5-156,5,Hot Room,HOT ROOM,DROG. / PERF.,5
5 - 1  3  8,PILAS DE BOTÓN - CR2025,2,ARMARIO,OFICINA,,,,,5-138,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  3  9,PILA ALCALINA 12V - A23,2,ARMARIO,OFICINA,,,,,5-139,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  4  0,CINTA UNIVERSAL DOBLE CARA 25m x 50 mm,0,ARMARIO,OFICINA,,TESA,,,5-140,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  4  1,CINTA ADHESIVA DE DOBLE CARA 5m x 19mm,8,ARMARIO,OFICINA,,TESA,,,5-141,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  4  2,T.8 - GUANTE GOMA  DE COLOR NEGRO - CANT. 18,24,ARMARIO,OFICINA,,,,,5-142,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  4  3,T.9 - GUANTE GOMA  DE COLOR NEGRO - CANT. 19,46,ARMARIO,OFICINA,,,,,5-143,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  4  4,T.10 - GUANTE GOMA  DE COLOR NEGRO - CANT. 19,65,ARMARIO,OFICINA,,,,,5-144,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  4  5,GAFAS LENTE NEGRAS ISSA WORK&SPORT,11,ARMARIO,HOT ROOM,SAFETY eyewear,,,EQUIPO DE PROTECCIÓN INDIVIDUAL,5-145,5,Hot Room,HOT ROOM,SAFETY eyewear,ARMARIO
5 - 1  4  6,GRANDE - CABEZAL CABRA AutoCut  40-2,3,ARMARIO,OFICINA,,STIHL,,,5-146,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  4  7,PEQUEÑO - CABEZAL CABRA AutoCut  25-2,3,ARMARIO,OFICINA,,STIHL,,,5-147,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  4  8,TETÓN GR. - CABEZAL CABRA AutoCut  40-2,2,ARMARIO,OFICINA,,STIHL,,,5-148,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  4  9,TETÓN PQ. - CABEZAL CABRA AutoCut  25-2,10,ARMARIO,OFICINA,,STIHL,,,5-149,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  5  0,SUPERLUB FS - Grasa para desbrozadoras cabra,2,ARMARIO,OFICINA,,STIHL,,,5-150,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  5  1,INSECTICIDA 1001 Aerosol 500 ml - AVISPAS,8,ARMARIO,OFICINA,,Pba,,,5-151,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  1  9,SECADOR PARED OPERA BLANCO 1500 W BASE,2,5    -  1  -  6  -  5,HOT ROOM,DROG. / PERF.,OPERA,"40,80 €",DROGUERÍA,5-119,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-6-5
5 - 1  2  0,SPRAY ANTIPOLVO CISNE,8,5    -  1  -  2  -  4,HOT ROOM,DROG. / PERF.,CISNE,,DROGUERÍA,5-120,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-2-4
5 - 1  2  1,SPRAY MOPAS 1000 CC CISNE,,5  -  ANULAR,HOT ROOM,DROG. / PERF.,CISNE,"3,43 €",DROGUERÍA,5-121,5,Hot Room,HOT ROOM,DROG. / PERF.,5-ANULAR
5 - 1  5  5,VARIOCLEAN 500 ml - Pulverizador,1,ARMARIO,OFICINA,,STIHL,,Limpiar recortasetos,5-155,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 0  7  0,TALCO AUSONIA 200 gr.,12,5    -  1  -  1  -  4,HOT ROOM,DROG. / PERF.,AUSONIA,,DROGUERÍA,5-070,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-1-4
5 - 1  5  7,BROCAS 01 mm. PARA HIERRO COBALTO,10,ARMARIO,OFICINA,,,,,5-157,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  5  8,"BROCAS 01,5 mm. PARA HIERRO COBALTO",2,ARMARIO,OFICINA,,,,,5-158,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  5  9,BROCAS 02 mm. PARA HIERRO COBALTO,8,ARMARIO,OFICINA,,,,,5-159,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  6  0,"BROCAS 02,5 mm. PARA HIERRO COBALTO",4,ARMARIO,OFICINA,,,,,5-160,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  6  1,BROCAS 03 mm. PARA HIERRO COBALTO,4,ARMARIO,OFICINA,,,,,5-161,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  6  2,"BROCAS 03,5 mm. PARA HIERRO COBALTO",8,ARMARIO,OFICINA,,,,,5-162,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  6  3,BROCAS 04 mm. PARA HIERRO COBALTO,2,ARMARIO,OFICINA,,,,,5-163,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  6  4,"BROCAS 04,5 mm. PARA HIERRO COBALTO",8,ARMARIO,OFICINA,,,,,5-164,5,Hot Room,OFICINA,OFICINA,ARMARIO
